"UserAvatar href","avatar-image src","board-link","board-link href","subject-link","subject-link href","truncated-body","show-more-body","show-more-body href","full-body","full-body 2","full-body 3","full-body 4","full-body 5","show-less-body","author","author 2","badges src","badges src 2","badges src 3","post-image src","time","views-image src","views-count","kudo-image src","kudo-count","reply-image src","reply-count"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/91068","https://community.infineon.com/t5/image/serverpage/avatar-name/lagoon/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Does ECC feature support in S25HS01GT System verilog model","https://community.infineon.com/t5/Nor-Flash/Does-ECC-feature-support-in-S25HS01GT-System-verilog-model/td-p/376240","Hi,

Does ECC feature support in S25HS01GT System verilog model? 
 
But this model S25HS01GT data sheet document has an information about supporting E...","Show More","https://community.infineon.com/","Hi,","Also i have raised this query through in my office mail, case number is IFX-158849-W0F8 regarding ecc feature support to this system verilog model or not. I have  not yet received any reply from this case so far. Its very urgent to confirm this. Please help me.","so. Please confirm that Ecc feature is not support by","S25HS01GT system verilog model.","Thanks,","Show Less","By","Sureshm","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/10/13","https://community.infineon.com/html/assets/view.svg","199","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90245","https://community.infineon.com/t5/image/serverpage/avatar-name/drum/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Power dissipation of S25FL256LAGBHM023","https://community.infineon.com/t5/Nor-Flash/Power-dissipation-of-S25FL256LAGBHM023/td-p/375894","How to calculate power dissipation of S25FL256LAGBHM023? The memory is working in single SPI mode.","","","","","","","","","By","ailieva","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/10/12","https://community.infineon.com/html/assets/view.svg","233","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/91210","https://community.infineon.com/t5/image/serverpage/avatar-name/bowling/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","cypress origin S29AL016J70TFI010 thailand or malaysia？","https://community.infineon.com/t5/Nor-Flash/cypress-origin-S29AL016J70TFI010-thailand-or-malaysia/td-p/375181","该产品的背面印记是马来西亚，但我们发现赛普拉斯半导体的S29AL016J70TFI010|闪光灯|Arrow.com 显示了泰国的起源，请问马来西亚现在是否也生产这种模式？","Show More","https://community.infineon.com/","该产品的背面印记是马来西亚，但我们发现 显示了泰国的起源，请问马来西亚现在是否也生产这种模式？","","","","","Show Less","By","bulapannn","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/10/9","https://community.infineon.com/html/assets/view.svg","237","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/91210","https://community.infineon.com/t5/image/serverpage/avatar-name/bowling/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","cypress origin  thailand or malaysia？","https://community.infineon.com/t5/Nor-Flash/cypress-origin-thailand-or-malaysia/td-p/375184","","","","","","","","","","By","bulapannn","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/10/9","https://community.infineon.com/html/assets/view.svg","342","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90788","https://community.infineon.com/t5/image/serverpage/avatar-name/sportscar/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Erase sector giving suspend error","https://community.infineon.com/t5/Nor-Flash/Erase-sector-giving-suspend-error/td-p/371675","Hello,
I'm erasing flash (using S29GL064N NOR Flash, --> ref.: Table 17. Command Definitions (x16 Mode, BYTE# = VIH)).) continuously for testing purpo...","Show More","https://community.infineon.com/","Hello,","I'm erasing flash () continuously for testing purpose, but randomly (after hours or immediately or never comes) issuing suspend status after erase command (expected BUSY status).","In the below code, I'm reaching inside the IF condition where I have added breakpoint (showing SUSPEND status).","Please guide me what might be the reason which causing SUSPEND immediately after erase command.","using","Show Less","By","npatil15","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/21","https://community.infineon.com/html/assets/view.svg","502","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","5"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/91068","https://community.infineon.com/t5/image/serverpage/avatar-name/lagoon/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Inject error on s25hs01gt memory model","https://community.infineon.com/t5/Nor-Flash/Inject-error-on-s25hs01gt-memory-model/td-p/373974","Hi,
How to inject error in s25hs01gt device.
i tried by inject 1 bit error at memory_features_i0.write_mem_w(addr,data) after written data and tried r...","Show More","https://community.infineon.com/","Hi,","How to inject error in s25hs01gt device.","i tried by inject 1 bit error at memory_features_i0.write_mem_w(addr,data) after written data and tried reading the same address. There is no ecc status bit asserted for this. Checked ecsv register.","","","Show Less","By","Sureshm","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/30","https://community.infineon.com/html/assets/view.svg","308","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/7721","https://community.infineon.com/legacyfs/online/infineon/avatars/a30359_%E3%82%AF%E3%83%9E%E3%81%AE%E3%81%AC%E3%81%84%E3%81%90%E3%82%8B%E3%81%BF%E3%82%A2%E3%82%A4%E3%82%B3%E3%83%B3.png","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Regarding the Connection of unused pins of S29GL01G","https://community.infineon.com/t5/Nor-Flash/Regarding-the-Connection-of-unused-pins-of-S29GL01G/td-p/373492","Hi,
Due to supply difficulties with GL-S 256Mb products, we are considering substituting GL-S 1Gb products.
Please tell us about the treatment on the ...","Show More","https://community.infineon.com/","Hi,","Due to supply difficulties with GL-S 256Mb products, we are considering substituting GL-S 1Gb products.","Please tell us about the treatment on the board of pins A24 and A25 of the address signal, which were not used in the 256Mb product.We do not need 1Gb because we will use 256Mb capacity.","Is it OK to connect directly to ground externally?Is external pull-down necessary? If so, what is the recommended resistance value?","","Show Less","By","HiKu_1337496","https://community.infineon.com/html/@37A05A7C9D3835B35D42FA80AA084A23/badge_icons/Give%20accepted%20solutions_10.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/@AC2D183411B31FC7E124E5397824FB42/badge_icons/Questions%20asked_50.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/28","https://community.infineon.com/html/assets/view.svg","242","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90788","https://community.infineon.com/t5/image/serverpage/avatar-name/sportscar/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Flash erase status function confirmation","https://community.infineon.com/t5/Nor-Flash/Flash-erase-status-function-confirmation/td-p/372567","Hello,
I have two codes:

From sample reference code
Edited code as per datasheet

As per algorithm, need to read twice again after DQ5 status and nee...","Show More","https://community.infineon.com/","Hello,","I have two codes:","I want to confirm the edited code (2nd) is correct or not. And if it is not correct then why?","For reference please check the algorithm below,","As per algorithm, need to read twice again after DQ5 status and need to issue reset command if timeout occur.","Show Less","By","npatil15","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/26","https://community.infineon.com/html/assets/view.svg","387","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/22958","https://community.infineon.com/legacyfs/online/infineon/avatars/a58748_%E3%83%91%E3%83%B3%E3%83%80%E5%85%88%E7%94%9F.png","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","S29GL128S PageMomeType","https://community.infineon.com/t5/Nor-Flash/S29GL128S-PageMomeType/td-p/373811","インフィニオン製NOR FLASH　S29GL128Sについて質問させていただきます。
Device ID and Common Flash Interface (ID-CFI) ASO Map
にPage Mode Typeというレジスタがあり、Dataが0003hとなっていますが、
これは”本メ...","Show More","https://community.infineon.com/","インフィニオン製　について質問させていただきます。","Device ID and Common Flash Interface (ID-CFI) ASO Map","にというレジスタがあり、がとなっていますが","これは”本メモリのは、である”という意味で、","NOR FLASH","Show Less","By","AkKa_1244106","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/29","https://community.infineon.com/html/assets/view.svg","443","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/76550","https://community.infineon.com/t5/image/serverpage/avatar-name/ghost/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","SPI NOR Fit rate S25FL064LABNFI04x","https://community.infineon.com/t5/Nor-Flash/SPI-NOR-Fit-rate-S25FL064LABNFI04x/td-p/373603","SPI NOR Fit rate S25FL064LABNFI04xを御教示頂きたくお願い致します。","","","","","","","","","By","KOTO","https://community.infineon.com/html/@2B1A508C78E14E291DB4F746ED38E75D/badge_icons/Login_25.svg","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/29","https://community.infineon.com/html/assets/view.svg","248","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/74991","https://community.infineon.com/t5/image/serverpage/image-id/32272i2CB32B6A6F9C113F/image-dimensions/150x150?v=v2","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Please let me confirm the processing of BYTE# pin in S29GL512T11DHIV10.","https://community.infineon.com/t5/Nor-Flash/Please-let-me-confirm-the-processing-of-BYTE-pin-in-S29GL512T11DHIV10/td-p/373560","Please confirm the handling of the BYTE# pin of the S29GL512T11DHIV10.Currently, it is only used in x16 mode, but the BYTE# pin is recognized as x16 b...","Show More","https://community.infineon.com/","Please confirm the handling of the BYTE# pin of the S29GL512T11DHIV10.Currently, it is only used in x16 mode, but the BYTE# pin is recognized as x16 by default due to internal pullup.Therefore, external processing of BYTE# pins is not necessary, but is it correct?","","","","","Show Less","By","MAO","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/28","https://community.infineon.com/html/assets/view.svg","254","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/74991","https://community.infineon.com/t5/image/serverpage/image-id/32272i2CB32B6A6F9C113F/image-dimensions/150x150?v=v2","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Difference between GL-N and GL-S","https://community.infineon.com/t5/Nor-Flash/Difference-between-GL-N-and-GL-S/td-p/373559","(1)S29GL064N90TFI030 (EOL compilation in progress)(2)S29GL064S90TFI030 (candidate for EOL switchover above)What is the difference between (1) and (2)?","Show More","https://community.infineon.com/","(1)S29GL064N90TFI030 (EOL compilation in progress)(2)S29GL064S90TFI030 (candidate for EOL switchover above)What is the difference between (1) and (2)?","","","","","Show Less","By","MAO","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/28","https://community.infineon.com/html/assets/view.svg","269","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/74991","https://community.infineon.com/t5/image/serverpage/image-id/32272i2CB32B6A6F9C113F/image-dimensions/150x150?v=v2","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","What are the specifications of Parallel NOR?","https://community.infineon.com/t5/Nor-Flash/What-are-the-specifications-of-Parallel-NOR/td-p/373511","Can you comment on the difference between the S29GL128P90TFIR20 and S29GL128P90TFIR10 specifications?In the ordering information, you mentioned that t...","Show More","https://community.infineon.com/","Can you comment on the difference between the S29GL128P90TFIR20 and S29GL128P90TFIR10 specifications?In the ordering information, you mentioned that there is a difference between the lowest/highest address sector protected.","","","","","Show Less","By","MAO","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/28","https://community.infineon.com/html/assets/view.svg","285","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/59348","https://community.infineon.com/legacyfs/online/infineon/avatars/a30853_fa802menu021.png","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Difference between datasheet and simulation model of SEMPER Flash.","https://community.infineon.com/t5/Nor-Flash/Difference-between-datasheet-and-simulation-model-of-SEMPER-Flash/td-p/367639","Hello.
 
The customer found discrepancies between the behavior of the simulation model and the description in the datasheet.
 
Device is S28HS512TGABH...","Show More","https://community.infineon.com/","Hello.","","The customer found discrepancies between the behavior of the simulation model and the description in the datasheet.","","","Show Less","By","YuMa_1534086","https://community.infineon.com/html/@2BADA39BE9DFD0048AD260B938B0D6AA/badge_icons/Reply%20to%20questions_500.svg","https://community.infineon.com/html/@D68F91B74516830569BD1339037CC3C8/badge_icons/Login_250.svg","https://community.infineon.com/html/@55AF749DED170901FAD1B7C90ACAF4D9/badge_icons/Likes%20received_10.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/1","https://community.infineon.com/html/assets/view.svg","966","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","13"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90788","https://community.infineon.com/t5/image/serverpage/avatar-name/sportscar/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Issue in flash status reading","https://community.infineon.com/t5/Nor-Flash/Issue-in-flash-status-reading/td-p/371486","Hello,
I'm writing logic to erase flash continuously to observed the behavior. (using S29GL064N NOR Flash)
In the below sample code, I need clarificat...","Show More","https://community.infineon.com/","Hello,","I'm writing logic to erase flash continuously to observed the behavior. (using )","In the below sample code, I need clarification of toggling logic,","Ex: Lets say we are checking bit DQ6 for toggling status and having data as,","","Show Less","By","npatil15","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/20","https://community.infineon.com/html/assets/view.svg","494","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","5"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90928","https://community.infineon.com/t5/image/serverpage/avatar-name/drum/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Alternative to S29GL512P11TFCI010","https://community.infineon.com/t5/Nor-Flash/Alternative-to-S29GL512P11TFCI010/td-p/371992","I'm writing to inquire about CYPRESS NOR Flash Parallel component (MFN : S29GL512P11TFC010). I’m hoping you can assist me on getting the information. ...","Show More","https://community.infineon.com/","I'm writing to inquire about CYPRESS NOR Flash Parallel component (MFN : S29GL512P11TFC010). I’m hoping you can assist me on getting the information.","Please advice whether these components are still active or discontinued ? If obsolete, kindly recommend other alternatives that has the same specification with the component accordingly","","","","Show Less","By","HannahM5608","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","https://community.infineon.com/html/assets/calender.svg","2022/9/22","https://community.infineon.com/html/assets/view.svg","191","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90788","https://community.infineon.com/t5/image/serverpage/avatar-name/sportscar/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","What is purpose of erase suspend and erase resume?","https://community.infineon.com/t5/Nor-Flash/What-is-purpose-of-erase-suspend-and-erase-resume/td-p/370925","Hi,
Working on S29GL064N to flash continuously for testing purpose.
This is my code flow as below,
- Run sector erase command sequence.
- STATUS = rea...","Show More","https://community.infineon.com/","Hi,","Working on S29GL064N to flash continuously for testing purpose.","This is my code flow as below,","- Run sector erase command sequence.","","Show Less","By","npatil15","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/16","https://community.infineon.com/html/assets/view.svg","858","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","5"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/74991","https://community.infineon.com/t5/image/serverpage/image-id/32272i2CB32B6A6F9C113F/image-dimensions/150x150?v=v2","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","GL-P to GL-S Replacement, About Writing","https://community.infineon.com/t5/Nor-Flash/GL-P-to-GL-S-Replacement-About-Writing/td-p/369621","Previously used S29GL128P90TFIR10 to S29GL256S90GHI020
We are considering making changes. The ROM was used by the supplier for the S29GL128P90TFIR10.
...","Show More","https://community.infineon.com/","","","","","Previously used S29GL128P90TFIR10 to S29GL256S90GHI020","Show Less","By","MAO","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/11","https://community.infineon.com/html/assets/view.svg","384","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90636","https://community.infineon.com/t5/image/serverpage/avatar-name/giraffe/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Need for IBIS model of S28HS512TGABHM013","https://community.infineon.com/t5/Nor-Flash/Need-for-IBIS-model-of-S28HS512TGABHM013/td-p/370253","Hi, IFX: Could you please provide the IBIS model of S28HS512TGABHM013 .  Many thanks!","","","","","","","","","By","KMeng","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/13","https://community.infineon.com/html/assets/view.svg","276","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/52487","https://community.infineon.com/legacyfs/online/infineon/avatars/a1027_26.png","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Page Programming S25FL01S Issues (1Gbit Flash)","https://community.infineon.com/t5/Nor-Flash/Page-Programming-S25FL01S-Issues-1Gbit-Flash/td-p/367225","Hi, Can someone please help me with this issue? My board has a microchip pic 18f87j11 and I use 3 wire SPI to bit bash the flash (SI,SO and CLK). I us...","Show More","https://community.infineon.com/","Hi, Can someone please help me with this issue? My board has a microchip pic 18f87j11 and I use 3 wire SPI to bit bash the flash (SI,SO and CLK). I use 16 x 1Gbit S25FL01 parts. I use assembly rather than C. My issue is that I am trying to Page Program using the 12h command (4 byte address) and then reading the data back. I Bulk Erase before each new write. (Also I use a CRO in conjunction with the microchip PICKIT3 debugger with various breakpoints to debug.)","This works ok until I reach the 128th 512 byte page, then the data bytes I read back become corrupted. I was having problems not being able to program more than 1 page and have now got around that by repeating the 12h command write before each page which seems to work fine. However when I get to the 129th page, the above happens. I am suspecting my code has a bug but if any known issues jump out I would really appreciate knowing?","Thanks Michael","","","Show Less","By","migo_4715111","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","https://community.infineon.com/html/assets/calender.svg","2022/8/30","https://community.infineon.com/html/assets/view.svg","292","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90278","https://community.infineon.com/t5/image/serverpage/avatar-name/cd/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Issue using Page Programming for S25FL064L","https://community.infineon.com/t5/Nor-Flash/Issue-using-Page-Programming-for-S25FL064L/td-p/366743","Hello -- I'm currently trying to program the NVM device but am getting bad data when read back. 
For example:
- Executing a page programming command (...","Show More","https://community.infineon.com/","Hello -- I'm currently trying to program the NVM device but am getting bad data when read back.","For example:","- Executing a page programming command (PP) I am shifting in the PP command + 3 bytes of address (e.g. 24'h00_00_00)","- When I read the data back (READ command + 3 bytes of address) I get bad data on the device and also in the verilog simulation model I get X's. I have set the write enable latch before the program, and I can check that the 'Write in Progress' WIP bit is set as expected. I also wait until the WIP bit is deasserted to perform the read.","","Show Less","By","drosenwasser","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/8/27","https://community.infineon.com/html/assets/view.svg","464","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","5"
