"UserAvatar href","avatar-image src","subject-link","subject-link href","truncated-body","show-more-body","show-more-body href","full-body","show-less-body","author 2","badges src","badges src 2","badges src 3","time","views-count","kudo-count","reply-count","full-body 2","full-body 3","full-body 4","full-body 5","full-body 6","full-body 7","full-body 8"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/116799","https://community.infineon.com/t5/image/serverpage/avatar-name/teddy/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","TLE92464  Current stoping","https://community.infineon.com/t5/MOSFET-Si-SiC/TLE92464-Current-stoping/td-p/666800","HI,
I can change the output of the current, I want to see the feedback current but I read the FB_UPD register and the FB_I_AVG register are both zero,...","Show More","https://community.infineon.com/","HI,","Show Less","轩富豪","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","2023/12/25","162","0","2","I can change the output of the current, I want to see the feedback current but I read the FB_UPD register and the FB_I_AVG register are both zero, why?","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/162338","https://community.infineon.com/t5/image/serverpage/avatar-name/sports/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Temperature calculation for mosfet","https://community.infineon.com/t5/MOSFET-Si-SiC/Temperature-calculation-for-mosfet/td-p/667505","hi frds i design new h bridge circuit for my requiredment, i need mosfet temperature calculation","","","","","venish22","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/12/26","336","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161124","https://community.infineon.com/t5/image/serverpage/avatar-name/mp3/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","What does the Mosfet (dVth=0 dRdson=0 dgfs=0 dC=0 dVbr=0) parameters mea...","https://community.infineon.com/t5/MOSFET-Si-SiC/What-does-the-Mosfet-dVth-0-dRdson-0-dgfs-0-dC-0-dVbr-0-parameters-means-in/td-p/664054","Hello Team,
I am trying to estimate switching losses of Mosfet IAUC120N04S6N013_L1 (model) in buck-boost configuration driving a 12V/5A load using LTs...","Show More","https://community.infineon.com/","Hello Team,","Show Less","nagella9","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/20","196","0","3","I am trying to estimate switching losses of Mosfet IAUC120N04S6N013_L1 (model) in buck-boost configuration driving a 12V/5A load using LTspice.","1. Does the model include the Current dependant Rdson behaviour of the mosfet datasheet ?","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161841","https://community.infineon.com/t5/image/serverpage/avatar-name/pasta/avatar-theme/candy/avatar-collection/food/avatar-display-size/profile/version/2?xdesc=1.0","IMW120R040M1H simulation error","https://community.infineon.com/t5/MOSFET-Si-SiC/IMW120R040M1H-simulation-error/td-p/660833","I am simulating IMW120R040M1H in PSpice using the given spice file in your website but its showing error stating that ERROR(ORPSIM-15167): Undefined p...","Show More","https://community.infineon.com/","I am simulating IMW120R040M1H in PSpice using the given spice file in your website but its showing error stating that ERROR(ORPSIM-15167): Undefined parameter: N02PE. and two warning WARNING(ORPSIM-15256): not a subcircuit param WARNING(ORPSIM-15256): not a subcircuit param. Please help.","Show Less","jmanish","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/12/15","214","0","3","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161643","https://community.infineon.com/t5/image/serverpage/avatar-name/xylophone/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","EVAL_TOLT_DC48V_3kW - PCB high current terminals, what type is it?","https://community.infineon.com/t5/MOSFET-Si-SiC/EVAL-TOLT-DC48V-3kW-PCB-high-current-terminals-what-type-is-it/td-p/658249","Hello everybody,
we just received two EVAL_TOLT_DC48V_3kW boards, which look really nice. Although the documentation is quite deep, one detail isn't m...","Show More","https://community.infineon.com/","Hello everybody,","Show Less","A_Michels","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/12/12","360","0","3","we just received two EVAL_TOLT_DC48V_3kW boards, which look really nice. Although the documentation is quite deep, one detail isn't mentioned anywhere and that's the type of the high current terminals on the PCB for power and the three phases. They are not mentioned anywhere in the documentation. I made a picture of those. The inner diameter is 2.5mm, there's also no threading.","How do I connect the cables to this type of terminal?","Any help is much appreciated.","Regards,","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90690","https://community.infineon.com/t5/image/serverpage/avatar-name/bus/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","SPD09P06PLG  short circuit","https://community.infineon.com/t5/MOSFET-Si-SiC/SPD09P06PLG-short-circuit/td-p/656639","Started operating in January 2022, controller malfunction occurred on November 28, 2023. Upon disassembling and measuring the chip, G-D short circuit...","Show More","https://community.infineon.com/","","Show Less","YPKEJI1234","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2023/12/10","373","0","6","Started operating in January 2022, controller malfunction occurred on November 28, 2023. Upon disassembling and measuring the chip, G-D short circuit, D-S short circuit, and D-S short circuit were found. May I ask why this situation occurs? What is the solution?","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/159332","https://community.infineon.com/t5/image/serverpage/avatar-name/headphones/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","Altium Schematic symbol and Footprint for F4-33MR12W1M1H","https://community.infineon.com/t5/MOSFET-Si-SiC/Altium-Schematic-symbol-and-Footprint-for-F4-33MR12W1M1H/td-p/665208","Dear Infineon Team,

I am not able to  Schematic symbol and Footprint from product page. Could you please help with schematic symbol and footprint for...","Show More","https://community.infineon.com/","Dear Infineon Team,

I am not able to  Schematic symbol and Footprint from product page. Could you please help with schematic symbol and footprint for F4-33MR12W1M1H, preferably in Altium. 

Best Regards
Milan","Show Less","milanrajne","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","2023/12/21","143","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/95152","https://community.infineon.com/t5/image/serverpage/avatar-name/bear/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Does the PCB footprint of IMZA  can compatible with IMZ's serial footpri...","https://community.infineon.com/t5/MOSFET-Si-SiC/Does-the-PCB-footprint-of-IMZA-can-compatible-with-IMZ-s-serial-footprint/td-p/660426","Dear IFX,","","","","","WEN-YUNG","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","2023/12/14","199","0","2","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/95152","https://community.infineon.com/t5/image/serverpage/avatar-name/bear/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","About Miller Plateau of SiC MOSFET Question","https://community.infineon.com/t5/MOSFET-Si-SiC/About-Miller-Plateau-of-SiC-MOSFET-Question/td-p/662416","Dear IFXer,
Why the Miller Plateau of SiC MOSFET have different level when MOSFETs turn on/off?
below is IMZA120R40M1H used in low speed leg fo TTPL 
...","Show More","https://community.infineon.com/","Dear IFXer,","Show Less","WEN-YUNG","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","2023/12/18","558","0","5","Why the Miller Plateau of SiC MOSFET have different level when MOSFETs turn on/off?","below is IMZA120R40M1H used in low speed leg fo TTPL","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/158919","https://community.infineon.com/t5/image/serverpage/avatar-name/robocyborg/avatar-theme/candy/avatar-collection/robots/avatar-display-size/profile/version/2?xdesc=1.0","Do I need calculate internal temperature of MOSFET based on surface temp...","https://community.infineon.com/t5/MOSFET-Si-SiC/Do-I-need-calculate-internal-temperature-of-MOSFET-based-on-surface-temperature/td-p/662034","Hi， I am using MOSFET to control PMSM，and I have a question，Do I need calculate internal temperature of MOSFET based on surface temperature of PCB boa...","Show More","https://community.infineon.com/","Hi， I am using MOSFET to control PMSM，and I have a question，Do I need calculate internal temperature of MOSFET based on surface temperature of PCB board?","Show Less","wanglipeng00000","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","https://community.infineon.com/html/@2B1A508C78E14E291DB4F746ED38E75D/badge_icons/Login_25.svg","2023/12/18","304","0","3","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161953","https://community.infineon.com/t5/image/serverpage/avatar-name/bird/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Is it possible for us to synthesize ultra-large 4H-SIC crystals through ...","https://community.infineon.com/t5/MOSFET-Si-SiC/Is-it-possible-for-us-to-synthesize-ultra-large-4H-SIC-crystals-through/td-p/662471","As we move toward a more technologically advanced future, the importance of silicon carbide (SiC) MOSFETs in a variety of applications cannot be overs...","Show More","https://community.infineon.com/","As we move toward a more technologically advanced future, the importance of silicon carbide (SiC) MOSFETs in a variety of applications cannot be overstated. The unique properties of SiC-MOSFETs make them a key component in advanced power electronics technologies, helping to increase efficiency, reduce energy consumption and improve overall performance.","Show Less","HarryHu123","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/18","175","0","3","In recent years, I have been working on SIC-MOSFETs as my work focuses on renewable energy. The expensive price and excellent performance of SIC-MOSFET make me love and hate it.","As far as I understand, the reason why SIC is expensive is because the SiC substrate is too expensive. The SiC substrate is too expensive because it is too difficult to synthesize silicon carbide crystals.","Until last month, after I visited the plasma lab of a friend who supplies equipment for nuclear fus","After I went back and thought about it, I realized that his skills were extraordinary.","","In the third step, the high-speed jetted plasma is separated by a magnetic screen. Charged particles with the same charge, different speeds, and different masses can be separated because they have different trajectories.","Then, in a second step, the high-temperature plasma is accelerated and ejected by a specially designed magnetic field."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/159276","https://community.infineon.com/t5/image/serverpage/avatar-name/mp3/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","ESD for IRS2186STRPBF","https://community.infineon.com/t5/MOSFET-Si-SiC/ESD-for-IRS2186STRPBF/td-p/644020","Greetings!
I am looking for ESD (HBM) Voltage Levels for the above Part. Appreciate if anyone could support and provide Test Report.
 
Regards
Hema","Show More","https://community.infineon.com/","Greetings!","Show Less","compeng","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","2023/11/20","341","0","5","I am looking for ESD (HBM) Voltage Levels for the above Part. Appreciate if anyone could support and provide Test Report.","","Regards","Hema","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/85813","https://community.infineon.com/t5/image/serverpage/image-id/40762iFFA50140071C91AF/image-dimensions/150x150/image-coordinates/0%2C0%2C800%2C800?v=v2","EVAL_4KVA_230VAC_5LINVの動作手順について","https://community.infineon.com/t5/MOSFET-Si-SiC/EVAL-4KVA-230VAC-5LINV%E3%81%AE%E5%8B%95%E4%BD%9C%E6%89%8B%E9%A0%86%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/td-p/661427","評価ボード：EVAL_4KVA_230VAC_5LINVの動作手順が書かれた資料はございますでしょうか？
バスのDC400Vと制御用のDC12Vをどちらを先に印加すべきかを確認したいのですが、 その記載がANにないため、ご確認いただけますと幸いです。（資料がなければコメントでも結構です。）
その他に...","Show More","https://community.infineon.com/","評価ボード：EVAL_4KVA_230VAC_5LINVの動作手順が書かれた資料はございますでしょうか？","Show Less","JiKo_85813","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@E6E9AA5CCB096D6F61CF5FEAA3347679/badge_icons/Reply%20to%20questions_25.svg","2023/12/17","231","0","3","バスのDC400Vと制御用のDC12Vをどちらを先に印加すべきかを確認したいのですが、 その記載がANにないため、ご確認いただけますと幸いです。（資料がなければコメントでも結構です。）","その他にも起動時の手順で気を付けるべき点がございましたら、ご教授いただけますと幸いです。","またデフォルトの設定で動かすだけであれば、XMC Linkの購入は不要でしょうか？ 現時点でXMC Linkは手元にないため、確認したいです。","AN：EVAL_4KVA_230VAC_5LINV","https://www.infineon.com/cms/jp/product/evaluation-boards/kit_xmc_link_segger_v1/","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/94026","https://community.infineon.com/t5/image/serverpage/avatar-name/teddy/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","ISO1H812G 驱动程序 &amp; 输出关系寄存器对照","https://community.infineon.com/t5/MOSFET-Si-SiC/ISO1H812G-%E9%A9%B1%E5%8A%A8%E7%A8%8B%E5%BA%8F-amp-%E8%BE%93%E5%87%BA%E5%85%B3%E7%B3%BB%E5%AF%84%E5%AD%98%E5%99%A8%E5%AF%B9%E7%85%A7/td-p/662276","Hi All，","","","","","jay_li","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","2023/12/18","185","0","2","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/87802","https://community.infineon.com/t5/image/serverpage/avatar-name/ghost/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","mos 栅极击穿","https://community.infineon.com/t5/MOSFET-Si-SiC/mos-%E6%A0%85%E6%9E%81%E5%87%BB%E7%A9%BF/td-p/662432","将IRFS4227采用光耦驱动用作母线 开关时，总会造成栅极击穿现象，这种该如何改进。","Show More","https://community.infineon.com/","将IRFS4227采用光耦驱动用作母线 开关时，总会造成栅极击穿现象，这种该如何改进。","Show Less","yang","https://community.infineon.com/html/@2B1A508C78E14E291DB4F746ED38E75D/badge_icons/Login_25.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","2023/12/18","122","0","2","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161923","https://community.infineon.com/t5/image/serverpage/avatar-name/balloons/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","[Help] 关于mos管并联使用的问题","https://community.infineon.com/t5/MOSFET-Si-SiC/Help-%E5%85%B3%E4%BA%8Emos%E7%AE%A1%E5%B9%B6%E8%81%94%E4%BD%BF%E7%94%A8%E7%9A%84%E9%97%AE%E9%A2%98/td-p/662022","请问进行Mosfet并管时，是否需要分别在每个mos栅极上串联电阻？如果不需要，应该如何布局，以发挥最佳性能？","","","","","LastKp","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/12/18","181","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/95152","https://community.infineon.com/t5/image/serverpage/avatar-name/bear/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","TOTEM POLE LOW SPEED LEG POWER LOSS FOR IMZA65R048M1H","https://community.infineon.com/t5/MOSFET-Si-SiC/TOTEM-POLE-LOW-SPEED-LEG-POWER-LOSS-FOR-IMZA65R048M1H/td-p/662232","Hello IFXER,
I prepare use the IMZA65R048M1H to design low speed leg for Interleaving totem pole PFC. 
May I know how to calculate the power loss? I c...","Show More","https://community.infineon.com/","Hello IFXER,","Show Less","WEN-YUNG","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","2023/12/18","172","0","1","I prepare use the IMZA65R048M1H to design low speed leg for Interleaving totem pole PFC.","May I know how to calculate the power loss? I can estimate by Rds_on * (PO/VAC.RMS/Efficiency)^2 ?!","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/74847","https://community.infineon.com/t5/image/serverpage/image-id/31939iA9391BF34DF83D5F/image-dimensions/150x150/image-coordinates/0%2C0%2C800%2C800?v=v2","MOSFETの故障モードについて","https://community.infineon.com/t5/MOSFET-Si-SiC/MOSFET%E3%81%AE%E6%95%85%E9%9A%9C%E3%83%A2%E3%83%BC%E3%83%89%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/td-p/661281","MOSFETの故障モードについて教えていただけないでしょうか？
 
MOSFETの故障モードとしてはオープン、ショート両方あると認識しておりますがハーフショート(インピーダンスを持った状態でのショート)はありますでしょうか？
 
仮にインピーダンスを持ったままショート故障した場合はすぐに発熱につなが...","Show More","https://community.infineon.com/","MOSFETの故障モードについて教えていただけないでしょうか？","Show Less","SoU_4942226","https://community.infineon.com/html/@AC2D183411B31FC7E124E5397824FB42/badge_icons/Questions%20asked_50.svg","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","2023/12/16","283","0","1","","MOSFETの故障モードとしてはオープン、ショート両方あると認識しておりますがハーフショート(インピーダンスを持った状態でのショート)はありますでしょうか？","","仮にインピーダンスを持ったままショート故障した場合はすぐに発熱につながり完全なショートもしくはオープンでの故障になるためハーフショートのまま終わることはないのではと考えておりますが。。。","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161649","https://community.infineon.com/t5/image/serverpage/avatar-name/knitting/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","MOSFET Question : IRFP2907ZPBF vs IRFP2907PBF","https://community.infineon.com/t5/MOSFET-Si-SiC/MOSFET-Question-IRFP2907ZPBF-vs-IRFP2907PBF/td-p/658285","IRFP2907ZPBF has gone EOL. Looks like the very similar IRFP2907PBF is still available. Specs on these devices seem virtually identical. Is there any n...","Show More","https://community.infineon.com/","IRFP2907PBF has gone EOL. Looks like the very similar IRFP2907PBF is still available. Specs on these devices seem virtually identical. Is there any noteworthy difference?","Show Less","McGR","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/12","240","1","3","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161687","https://community.infineon.com/t5/image/serverpage/avatar-name/gardening/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Boot strap capacitor failure (dead short)","https://community.infineon.com/t5/MOSFET-Si-SiC/Boot-strap-capacitor-failure-dead-short/td-p/658803","In high side and low side switching, the boot strap capacitor got short, and Mosfet's drain, source and gate or short in both high side and low side m...","Show More","https://community.infineon.com/","In high side and low side switching, the boot strap capacitor got short, and Mosfet's drain, source and gate or short in both high side and low side mosfet, but the bootstrap diode is good. Pulse have enough deadtime. Before failure, while probing across gate and source, the gate pulse has negative slope that is the gate voltage drops from 15V to approx 7V. After that mosfet fails in fraction of second. What could be the reason for the negative slope in the gate pulse?","Show Less","edriftelectric","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/13","357","0","5","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161655","https://community.infineon.com/t5/image/serverpage/avatar-name/sax/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","PCN N° 2023-059-A","https://community.infineon.com/t5/MOSFET-Si-SiC/PCN-N-2023-059-A/td-p/658351","Hi,
We got this PCN from Infineon for TO-220 and TO-247 packaging changes and Lead Finish.
The PCN mention the qualification report and information pa...","Show More","https://community.infineon.com/","Hi,","Show Less","mvald32","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/12/12","330","0","5","We got this PCN from Infineon for TO-220 and TO-247 packaging changes and Lead Finish.","The PCN mention the qualification report and information package attachments as well as the affected product list. But we didn't get the attached files. How can I get those files?","Snapshot from PCN where the files are mentioned:","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/81969","https://community.infineon.com/t5/image/serverpage/avatar-name/werewolf/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Info about board for thermal test on IAUC60N04S6N031H","https://community.infineon.com/t5/MOSFET-Si-SiC/Info-about-board-for-thermal-test-on-IAUC60N04S6N031H/td-p/660830","Good morning,
I'm interested at the thermal resistance, junction - ambient ( Rth_ja).
Can you please share more detailed information about the board u...","Show More","https://community.infineon.com/","Good morning,","Show Less","User21080","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/15","235","1","1","I'm interested at the thermal resistance, junction - ambient ( Rth_ja).","Can you please share more detailed information about the board used for thermal tests on IAUC60N04S6N031H?","The datasheet reports only the following indication:""Device on 2s2p FR4 PCB defined in accordance with JEDEC standards (JESD51-5, -7). PCB is vertical in still air.""","Can you please indicate the board size used for tests, the copper thickness and the percentage of copper coverage on all layers ?","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/161687","https://community.infineon.com/t5/image/serverpage/avatar-name/gardening/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Three Phase motor controller gate drive circuit correction","https://community.infineon.com/t5/MOSFET-Si-SiC/Three-Phase-motor-controller-gate-drive-circuit-correction/td-p/660488","Hi, I have attached the gate drive schematic circuit to drive 5 parallel Mosfets IPT039N15N5ATMA1 with gate resistance of 5.1 ohms each. Gate drive in...","Show More","https://community.infineon.com/","Hi, I have attached the gate drive schematic circuit to drive 5 parallel Mosfets IPT039N15N5ATMA1 with gate resistance of 5.1 ohms each. Gate drive input voltage is 15V. thank you very much for your time.","Show Less","edriftelectric","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/12/14","207","0","3","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90690","https://community.infineon.com/t5/image/serverpage/avatar-name/bus/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","SPD09P06PLG short circuit","https://community.infineon.com/t5/MOSFET-Si-SiC/SPD09P06PLG-short-circuit/td-p/660304","The operation started in January 2022 and a controller failure occurred on November 28, 2023. After disassembling and measuring the chip, G-D short ci...","Show More","https://community.infineon.com/","The operation started in January 2022 and a controller failure occurred on November 28, 2023. After disassembling and measuring the chip, G-D short circuit, D-S short circuit, and D-S short circuit were found.","Show Less","YPKEJI1234","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2023/12/14","233","0","3","Can we determine whether this is an EOS fault or a defect in the material itself by returning the material to the restoration plant for fault analysis experiments? Also, how long will this feedback take?","","","","","",""
