"UserAvatar href","avatar-image src","board-link","board-link href","subject-link","subject-link href","solved-msg","solved-msg src","truncated-body","show-more-body","show-more-body href","full-body","show-less-body","author 2","badges src","badges src 2","time","views-count","kudo-count","reply-count","full-body 2","full-body 3","full-body 4","full-body 5","full-body 6","full-body 7","full-body 8","full-body 9","full-body 10","full-body 11","badges src 3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/53678","https://community.infineon.com/legacyfs/online/infineon/avatars/a1004_3.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C68013A-56LTXC or CY7C68013A-128AXC support Windows update function","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C68013A-56LTXC-or-CY7C68013A-128AXC-support-Windows-update-function/td-p/84592","Solved","https://community.infineon.com/html/assets/solved.svg","Hi CypressWhether  MCU support Windows update as below and attachment file for reference , Thank !!(https://docs.microsoft.com/en-us/windows-hardware/drivers/install/updating-device-firmware-using-windows-update...","Show More","https://community.infineon.com/","Hi Cypress","Show Less","Augustine_Yeh","https://community.infineon.com/html/@24241FAC52D868666D722825964116C3/badge_icons/Login_100.svg","https://community.infineon.com/html/@F853EA81852A775AE730012E207EA354/badge_icons/Likes%20given_5.svg","2020/5/12","1029","0","5","","","","","","https://docs.microsoft.com/en-us/windows-hardware/drivers/install/updating-device-firmware-using-windows-update","()","","","Whether  MCU support Windows update as below and attachment file for reference , Thank !!","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/54337","https://community.infineon.com/legacyfs/online/infineon/avatars/a39397_peabody.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65213A Max Baud Rate w/CDC Driver","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65213A-Max-Baud-Rate-w-CDC-Driver/td-p/201237","Solved","https://community.infineon.com/html/assets/solved.svg","Hello.1) What is the max baud rate supported by the CDC driver and the CY7C65213A? For example, max baud rate with CDC driver on Windows / Linux.2) Th...","Show More","https://community.infineon.com/","Hello.","Show Less","SaBh_294166","https://community.infineon.com/html/@E6E9AA5CCB096D6F61CF5FEAA3347679/badge_icons/Reply%20to%20questions_25.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","2020/5/10","576","0","1","","","","","","","CY7C65215A, is the enumeration guaranteed to be with UART #0 to be first and UART #1 next? This important for our connector to map the proper UARTs and in sequence.","4) In reviewing this important correction:","CY7C65215A are also impacted by the same typo? Please confirm that the TXDEN is ACTIVE HIGH which is most popular with RS485 transmitter ENABLEs.","1) What is the max baud rate supported by the CDC driver and the CY7C65213A? For example, max baud rate with CDC driver on Windows / Linux.","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/54337","https://community.infineon.com/legacyfs/online/infineon/avatars/a39397_peabody.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65213A RS485 CDC Driver","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65213A-RS485-CDC-Driver/td-p/151395","Solved","https://community.infineon.com/html/assets/solved.svg","Hello. The CY7C65213A is noted to be CDC driver compatible. Using only the CDC driver, can the RS485 mode be supported or is the Cypress driver requir...","Show More","https://community.infineon.com/","Hello. The CY7C65213A is noted to be CDC driver compatible. Using only the CDC driver, can the RS485 mode be supported or is the Cypress driver required to be loaded to enable this mode? This is not clear to us from the datasheets.","Show Less","SaBh_294166","https://community.infineon.com/html/@E6E9AA5CCB096D6F61CF5FEAA3347679/badge_icons/Reply%20to%20questions_25.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","2020/5/9","584","0","1","","","","","","","","","","Thanks.","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/48805","https://community.infineon.com/legacyfs/online/infineon/avatars/a1007_6.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","How to make 1024-byte array in FX2LP code?","https://community.infineon.com/t5/USB-low-full-high-speed/How-to-make-1024-byte-array-in-FX2LP-code/td-p/88367","Solved","https://community.infineon.com/html/assets/solved.svg","Hello,   I am interfacing to an I2C 128x64 OLED display with the FX2LP. I would like to display a graphic on the OLED while the other parts of the sys...","Show More","https://community.infineon.com/","Hello,","Show Less","DaWi_3430881","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","","2020/5/6","593","0","2","","","","","","","","","","I am interfacing to an I2C 128x64 OLED display with the FX2LP. I would like to display a graphic on the OLED while the other parts of the system are booting. I would need a maximum of a 1024-byte array to hold the graphic. How can this be done for the FX2LP? I've tried to make such an array and when I program the FX2 it does not enumerate.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/44572","https://community.infineon.com/legacyfs/online/infineon/avatars/a1013_12.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","SuiteUSB using .NET API for PassMark USB 3.0 plug","https://community.infineon.com/t5/USB-low-full-high-speed/SuiteUSB-using-NET-API-for-PassMark-USB-3-0-plug/td-p/76716","Solved","https://community.infineon.com/html/assets/solved.svg","Dear all,My company has purchased a few PassMark USB 3.0 Loopback plugs.The company has an API for C++ for using this plug, but since we mostly develo...","Show More","https://community.infineon.com/","Dear all,","Show Less","MaSy_4695346","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","2020/5/6","2425","0","13","","I've looked into how this is done in PassMarks C++ console implementation and it works fine.","The company has an API for C++ for using this plug, but since we mostly develop in C# I asked them if they supplied their API for .NET which they don't.","However, there are a few vendor specific (PassMark) commands that I would like to send to the plug.","","My idea is to mimic this behaviour using SuiteUSB3.4.","","","byte[] data = new byte[lengthToRead];","My company has purchased a few .","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/17372","https://community.infineon.com/legacyfs/online/infineon/avatars/a53064_figure_2_garrett_blog.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Using CYUSBS234 DVK with external I2C devices","https://community.infineon.com/t5/USB-low-full-high-speed/Using-CYUSBS234-DVK-with-external-I2C-devices/td-p/90371","Solved","https://community.infineon.com/html/assets/solved.svg","Hi, I bought a CYUSBS234 DVK and used the quick start guide to test i2C-USB bridging functionality, which worked perfectly using the USB Serial Test U...","Show More","https://community.infineon.com/","Hi, I bought a CYUSBS234 DVK and used the quick start guide to test i2C-USB bridging functionality, which worked perfectly using the USB Serial Test Utility provided with the CYUSBS234 kit setup. But now I have a few questions before I can start using the kit:","Show Less","jcsb1994","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@D1C2D3D1DAD7ABF83398E11AEB24880B/badge_icons/Reply%20to%20questions_50.svg","2020/4/30","925","0","3","","","","4. Is there a way or a software I could use to test sending I2C commands from my computer through USB through the kit and then to an external device? This is basically what I want to do, but I want to understand what is going on in the kit and how i can do that.","Thank you!","","","","","1. I found  which explains pretty well how to hook up an external i2c device to my kit. But I do not know how I could interface with this device once plugged in. Should I use the USB Serial Test Utility?","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/48805","https://community.infineon.com/legacyfs/online/infineon/avatars/a1007_6.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Best way to send USB data over I2C with FX2LP","https://community.infineon.com/t5/USB-low-full-high-speed/Best-way-to-send-USB-data-over-I2C-with-FX2LP/td-p/231765","Solved","https://community.infineon.com/html/assets/solved.svg","Hello,  I am using the bulkloop example project to build a USB to I2C data bridge. I am using the example that includes the fxlpi2c.c and fx2lpi2c.h f...","Show More","https://community.infineon.com/","Hello,","Show Less","DaWi_3430881","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","","2020/5/1","1105","0","4","","","","","","","","","","I am using the bulkloop example project to build a USB to I2C data bridge. I am using the example that includes the fxlpi2c.c and fx2lpi2c.h files. I currently have an I2C display connected to the FX2LP and working. I have been trying to figure out how to take USB data from EP2 in the TD_Poll() function from EXTAUTODAT1 and send it out over I2C.  I've tried the code below but it doesn't seem to work. In USB Control Center I can transmit a byte fine.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/44419","https://community.infineon.com/legacyfs/online/infineon/avatars/a1015_14.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","please help","https://community.infineon.com/t5/USB-low-full-high-speed/please-help/td-p/166970","Solved","https://community.infineon.com/html/assets/solved.svg","i have an fx1 cip (cy7c64713 mcu) on 8 of my equipmentsafter an power crash one of the equipment is dead usb is not recognizedwhat I need to copy the ...","Show More","https://community.infineon.com/","i have an fx1 cip (cy7c64713 mcu) on 8 of my equipments","Show Less","naju_4680826","","","2020/5/3","517","0","1","after an power crash one of the equipment is dead usb is not recognized","","can I do this thru the usb port of the equipment wich is directly  connected to the 64713?","","","","","","","what I need to copy the code from 1 *64713 to another?",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/44382","https://community.infineon.com/legacyfs/online/infineon/avatars/a1004_3.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C68013A-128AXC EEPROM QUESTION","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C68013A-128AXC-EEPROM-QUESTION/td-p/73724","Solved","https://community.infineon.com/html/assets/solved.svg","Hello!The .hex download works, but when I try to download the .iic file to the EEPROM, I get a successful download message, but it doesn't. Please hel...","Show More","https://community.infineon.com/","","Show Less","SeJe_4692541","","","2020/4/29","876","0","3","","","","","","","Hello!","","","The .hex download works, but when I try to download the .iic file to the EEPROM, I get a successful download message, but it doesn't. Please help the problem. And please contact us about EEPROM download procedure.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/48805","https://community.infineon.com/legacyfs/online/infineon/avatars/a1007_6.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Error using EZ USB Suite to build FX2LP with SDCC","https://community.infineon.com/t5/USB-low-full-high-speed/Error-using-EZ-USB-Suite-to-build-FX2LP-with-SDCC/td-p/112318","Solved","https://community.infineon.com/html/assets/solved.svg","Hello,   I just installed the EZ USB Suite for FX3 and SDCC 4.0.0 on Windows 10. I am trying to build the FX2LP project Bulkloop_SDCC. I changed the p...","Show More","https://community.infineon.com/","Hello,","Show Less","DaWi_3430881","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","","2020/4/28","1400","0","3","","","","cs-make: Interrupt/Exception caught (code = 0xc00000fd, addr = 0x420a53)","Any ideas why it's not building?","","","","","I just installed the EZ USB Suite for FX3 and SDCC 4.0.0 on Windows 10. I am trying to build the FX2LP project Bulkloop_SDCC. I changed the project Builder Setting to use cs-make -k. I get the following error when trying to build.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/44011","https://community.infineon.com/legacyfs/online/infineon/avatars/a1008_7.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65211 Offline Config File Programming","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65211-Offline-Config-File-Programming/td-p/215354","Solved","https://community.infineon.com/html/assets/solved.svg","I would like to setup the configuration for my CY7C65211 before my board arrives.  If I start Cypress USB-Serial Configuration Utility I am unable to ...","Show More","https://community.infineon.com/","I would like to setup the configuration for my CY7C65211 before my board arrives.  If I start Cypress USB-Serial Configuration Utility I am unable to open any config files or select a device without connecting to hardware.  Is there a way to do this?","Show Less","RaMa_4514991","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2020/4/24","468","0","1","","","","","","","","","","Thanks",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/39140","https://community.infineon.com/legacyfs/online/infineon/avatars/a1017_16.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Updating PID in FX1 CY7C64713","https://community.infineon.com/t5/USB-low-full-high-speed/Updating-PID-in-FX1-CY7C64713/td-p/238061","Solved","https://community.infineon.com/html/assets/solved.svg","We need to update only the PID on our FX1 CY7C64713 device to be compatible with our new driver.We are using the onboard memory.  Is there a specific ...","Show More","https://community.infineon.com/","We need to update only the PID on our FX1 CY7C64713 device to be compatible with our new driver.","Show Less","DaHa_4684521","","","2020/4/15","884","0","3","","","","","","","","","","We are using the onboard memory.  Is there a specific address that hex can be written to to easily update this, possibly through the A0 vendor command? Or any other method?",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/39135","https://community.infineon.com/legacyfs/online/infineon/avatars/a1014_13.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","SPI to USB Bridge","https://community.infineon.com/t5/USB-low-full-high-speed/SPI-to-USB-Bridge/td-p/33350","Solved","https://community.infineon.com/html/assets/solved.svg","Hi, we have a new project and I would like to use Cypress CY7C65211A as SPI-USB bridge. Aim to reduce wires going to controller or computer system.Ple...","Show More","https://community.infineon.com/","Hi, we have a new project and I would like to use Cypress CY7C65211A as SPI-USB bridge. Aim to reduce wires going to controller or computer system.","Show Less","rosu_4684146","","","2020/4/14","636","0","1","","","","","","","","","","Please see attachment. Am I on the right track?",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/59503","https://community.infineon.com/legacyfs/online/infineon/avatars/a31537_fa802menu021.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","USB Serial Library for CY7C65211A","https://community.infineon.com/t5/USB-low-full-high-speed/USB-Serial-Library-for-CY7C65211A/td-p/100939","Solved","https://community.infineon.com/html/assets/solved.svg","HelloThe product (CY7C65211A) is connected to the HOST PC (Windows 10) via USB. Up to 16 products can be connected to one PC.They need to identify mul...","Show More","https://community.infineon.com/","Hello","Show Less","NoAr_1540581","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D68F91B74516830569BD1339037CC3C8/badge_icons/Login_250.svg","2020/4/8","816","0","5","","Arai","They need to identify multiple connected devices using Cypress API.","Best Regards","","","","","","The product (CY7C65211A) is connected to the HOST PC (Windows 10) via USB. Up to 16 products can be connected to one PC.","https://community.infineon.com/html/@2EF5C7B39B55487B4E1DAEEF4E0829DE/badge_icons/Reply%20to%20questions_100.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/38613","https://community.infineon.com/legacyfs/online/infineon/avatars/a1033_32.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","How to control ezusb fx1/fx2 in windows10(64Bit) App","https://community.infineon.com/t5/USB-low-full-high-speed/How-to-control-ezusb-fx1-fx2-in-windows10-64Bit-App/td-p/72030","Solved","https://community.infineon.com/html/assets/solved.svg","We are trying to upgrade our ezusb device(cy64613) to ezusb fx1(cy64713) for 64bit windows. Our windows app has been developed using CBuilder2007.1. P...","Show More","https://community.infineon.com/","We are trying to upgrade our ezusb device(cy64613) to ezusb fx1(cy64713) for 64bit windows.","Show Less","kwli_4638031","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","","2020/4/7","687","1","1","Our windows app has been developed using CBuilder2007.","i.e.","1. Previously","In our case for devicename \\\\.\\ezusb-0 is used","Handle=CreateFile(""\\\\.\\ezusb-0"",.....) for getting handle.","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/59503","https://community.infineon.com/legacyfs/online/infineon/avatars/a31537_fa802menu021.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Past case study for data toggle error for CY7C66113-PVC, CY7C64013-SC,CY...","https://community.infineon.com/t5/USB-low-full-high-speed/Past-case-study-for-data-toggle-error-for-CY7C66113-PVC-CY7C64013-SC-CY7C63723/td-p/111562","Solved","https://community.infineon.com/html/assets/solved.svg","HelloAt startup, their Host controller mounted on the board transfers the CYC7C66113 (HUB) → CY7C64013SC, CY7C63723PC, etc.If accessed, a USB communic...","Show More","https://community.infineon.com/","Hello","Show Less","NoAr_1540581","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@D68F91B74516830569BD1339037CC3C8/badge_icons/Login_250.svg","2020/3/3","1010","0","6","","","","","","","","","","","https://community.infineon.com/html/@2EF5C7B39B55487B4E1DAEEF4E0829DE/badge_icons/Reply%20to%20questions_100.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/48056","https://community.infineon.com/legacyfs/online/infineon/avatars/a1010_9.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65211 default HEX File","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65211-default-HEX-File/td-p/65424","Solved","https://community.infineon.com/html/assets/solved.svg","Hello，I got some old version CY7C65211 chip, I want to fix these chips.Currently CY7C65211 FW Version is 1.0.4.74see attached picture,When I use USB S...","Show More","https://community.infineon.com/","Hello，","Show Less","ShYa_2805961","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2020/3/25","1729","0","8","","","Currently CY7C65211 FW Version is 1.0.4.74","","Thanks","Shijie","","","","I got some old version CY7C65211 chip, I want to fix these chips.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/31019","https://community.infineon.com/legacyfs/online/infineon/avatars/a1013_12.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65211A SPI Pin reassignment","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65211A-SPI-Pin-reassignment/td-p/97961","Solved","https://community.infineon.com/html/assets/solved.svg","The SPI MISO, MOSI, and CLK are pins 21, 22, and 23 of CY7C65211A when configured for SPI mode.If one were to accidentally assign MISO, MOSI, and CLK ...","Show More","https://community.infineon.com/","The SPI MISO, MOSI, and CLK are pins 21, 22, and 23 of CY7C65211A when configured for SPI mode.","Show Less","AnMc_4628076","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","2020/4/3","692","0","1","","","","","","","","","","If one were to accidentally assign MISO, MOSI, and CLK to pins 20, 21, and 22, is there any way to perform a pin reassignment via software/firmware so I don't have to change the hardware?","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/9836","https://community.infineon.com/legacyfs/online/infineon/avatars/a50043_%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20190902141724.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","How to use CY7C68013 output PWM waveform, can you provide routines","https://community.infineon.com/t5/USB-low-full-high-speed/How-to-use-CY7C68013-output-PWM-waveform-can-you-provide-routines/td-p/110222","Solved","https://community.infineon.com/html/assets/solved.svg","HI","","","","","user_4533981","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","2020/4/2","528","0","1","","","","","","","","","","","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/38049","https://community.infineon.com/legacyfs/online/infineon/avatars/a1032_31.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","FX2LP Bidirectional FIFO","https://community.infineon.com/t5/USB-low-full-high-speed/FX2LP-Bidirectional-FIFO/td-p/183742","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,I'm looking into using the CY7C68013 as an interface to provide 4 channels out, 8 channels in (4 of these channels are simply the output channels l...","Show More","https://community.infineon.com/","Hi,","Show Less","DaLe_778646","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","","2020/3/29","951","0","5","","","","","","","","","","I'm looking into using the CY7C68013 as an interface to provide 4 channels out, 8 channels in (4 of these channels are simply the output channels looped back, either in the FX2, or physically), continuously sampling and sending at 1MHz (internal clock). If the output data dries up, the output pins just remain unchanged, but the input data keeps coming back.",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/62896","https://community.infineon.com/legacyfs/online/infineon/avatars/a1013_12.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C68013A and external EEPROM","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C68013A-and-external-EEPROM/td-p/81859","Solved","https://community.infineon.com/html/assets/solved.svg","你好","","","","","mama_1337366","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","2020/4/1","846","0","2","","","","","","","","","","","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/38164","https://community.infineon.com/legacyfs/online/infineon/avatars/a53406_%E7%85%A7%E7%89%87.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","How can I get the real powerstate or connection status of Cy68013/Cy3014...","https://community.infineon.com/t5/USB-low-full-high-speed/How-can-I-get-the-real-powerstate-or-connection-status-of-Cy68013-Cy3014-by/td-p/145006","Solved","https://community.infineon.com/html/assets/solved.svg","How can I get the real powerstate or connection status of Cy68013/Cy3014 by CyAPI?I have calls CyAPI to connect the 68013 and 3014 device. When the de...","Show More","https://community.infineon.com/","How can I get the real powerstate or connection status of Cy68013/Cy3014 by CyAPI?","Show Less","jato_4609826","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","2020/4/1","725","0","2","I have calls CyAPI to connect the 68013 and 3014 device. When the device is unplugged, The reading and writing devices can get exception status to cancel transemission, But the Powerstate, USBdstatus and NTstatus of CCyUSBdevice object are all normal, so how can I  judge the unplugging event of the device?","","","","","","","","","I want to ask if there is any other way to judge the real state of the device directly through the CyAPI call, except for the WM_DEVICE_CHANGE message of windows. Thank you!","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/38177","https://community.infineon.com/legacyfs/online/infineon/avatars/a1032_31.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","How to receive the whole bytes in c#","https://community.infineon.com/t5/USB-low-full-high-speed/How-to-receive-the-whole-bytes-in-c/td-p/198942","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,I could send/read the data with C# (cyusb.dll) and every time I read 512 bytes.But my full data's size is not a multiple of 512.The function WaitFo...","Show More","https://community.infineon.com/","Hi,","Show Less","YuWa_4674726","","","2020/4/1","741","0","3","","","","","","","Thank you !","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/61173","https://community.infineon.com/legacyfs/online/infineon/avatars/a1033_32.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Failed to perform FX3 Debug through J-Link","https://community.infineon.com/t5/USB-low-full-high-speed/Failed-to-perform-FX3-Debug-through-J-Link/td-p/242472","Solved","https://community.infineon.com/html/assets/solved.svg","Hello, I am trying to perform FX3 Debug through Segger J-Link module. I followed EzUsbSuite_UG.pdf recommandations and most of the process is OK. I th...","Show More","https://community.infineon.com/","Hello,","Show Less","ChRO_4339966","","","2020/3/30","1413","0","6","Downloading 444 bytes @ address 0x4000FAE8 - Verified OK","Error message from debugger back end:","I followed EzUsbSuite_UG.pdf recommandations and most of the process is OK.","symbol-file C:\\Users\\XXX\\dev\\en_cours\\directC\\FX3\\Debug\\katsu.elf","value has been optimized out","value has been optimized out","Received monitor command: speed auto","Received monitor command: regs","Firmware: J-Link V10 compiled Mar 19 2020 11:10:39","I am trying to perform FX3 Debug through Segger J-Link module.",""
